"pubchem_cid","species_name"
"44559634","streptomyces mobaraensis"
"18100","unknown"
"529304","michelia alba"
"unknown","zoanthus vietnamensis"
"102442767","unknown"
"51040469","metasequoia glyptostroboides"
"489940","hertia cheirifolia"
"11127403","artemisia montana"
"38361597","quercus acuta"
"21582635","aquilaria sinensis"
"44575357","unknown"
"644066","escherichia coli"
"5352543","capsicum annuum"
"11774903","alstroemeria revoluta"
"53319040","macaranga alnifolia"
"unknown","aniba citrifolia"
"10373534","peltodoris nobilis"
"57333042","microcystis aeruginosa"
"unknown","ixora coccinea"
"73356791","sophora viciifolia"
"70680255","calotropis gigantea"
"158223","nonomuraea spiralis"
"9928523","lycogala epidendrum"
"24762503","fibraurea tinctoria"
"44424603","alvaradoa haitiensis "
"46849021","unknown"
"36406703","huperzia miyoshiana"
"10342874","reticulidia fungia"
"6442694","saussurea involucrata"
"622222","huperzia miyoshiana"
"443018","rhodotypos scandens"
"6432211","unknown"
"45269252","eucalyptus caesia"
"72338","klasea quinquefolia"
"3083514","camptothecium lutescens"
"1796220","unknown"
"9867274","unknown"
"46842529","unknown"
"46883528","lyngbya majuscula"
"11258097","aspergillus aculeatus"
"unknown","unknown"
"71517218","synotis alata"
"44566320","unknown"
"unknown","schizanthus tricolor"
"44444916","cynoglossum macrostylum"
"46833999","spiraea cantoniensis"
"13916049","leplaea thompsonii"
"unknown","cirsium brevistylum"
"46233487","unknown"
"10468570","aconitum leucostomum"
"118713850","sarcophyton ehrenbergi"
"11631769","unknown"
"10919701","elaeocarpus sylvestris"
"21578028","unknown"
"44179580","unknown"
"5327652","cotoneaster salicifolius"
"70962","pentaclethra macrophylla"
"unknown","astragalus eremophilus"
"5748601","catharanthus roseus"
"488250","unknown"
"96710","unknown"
"467786","salvia multicaulis"
"unknown","anacyclus pyrethrum"
"71719400","alstonia macrophylla"
"unknown","euphorbia royleana"
"20055967","unknown"
"46209915","jungermannia exsertifolia"
"10896433","centella erecta"
"23243693","penicillium pedemontanum"
"10400473","inula hupehensis"
"11724027","machilus robusta"
"60200222","abies pinsapo"
"44422968","latimeria chalumnae"
"5319323","polygonum cuspidatum"
"51041101","unknown"
"12443227","unknown"
"12308663","magnolia officinalis"
"45273559","lecanora polytropa"
"44559701","quercus petraea"
"6441280","millettia erythrocalyx"
"15011079","unknown"
"6321405","cnidium monnieri"
"44225282","curcuma phaeocaulis"
"16898","cistanche deserticola"
"11071897","unknown"
"11774903","emilia sonchifolia"
"5319333","balanophora laxiflora"
"11754973","unknown"
"134279","citrus hassaku"
"5282768","xylocarpus granatum"
"13858192","hippeastrum aulicum"
"637182","gentiana olivieri"
"639655","bridelia ferruginea"
"1000","homo sapiens"
"11455867","unknown"
"102322792","penicillium concentricum"
"11778071","unknown"
"11528922","unknown"
"44559778","unknown"
"unknown","unknown"
"68128","pinna muricata"
"149436","angelica sinensis"
"11486817","ptilonia australasica"
"unknown","abies sachalinensis"
"10474453","unknown"
"10401988","campylotropis hirtella"
"4501","fusarium fusarioides"
"94160","capsicum annuum"
"23678858","unknown"
"11703984","chaetomium cupreum "
"11197","unknown"
"5480299","calophyllum spp. "
"21575389","nectria inventa"
"7643","helicteres angustifolia"
"11216146","unknown"
"134150562","geodia macandrewii"
"10001484","decarya madagascariensis"
"25137304","unknown"
"13916049","pterocaulon virgatum"
"unknown","cipadessa cinerascens"
"unknown","croton crassifolius"
"44583688","stephania succifera"
"5316884","unknown"
"25180896","myrmica sabuleti"
"72360","scilla peruviana"
"10814443","taxus x media"
"10506859","unknown"
"12304330","cuscuta chinensis"
"5321620","unknown"
"44605342","streptomyces sp."
"72206538","unknown"
"70689051","cnidium monnieri"
"637473","unknown"
"76315750","unknown"
"11490943","unknown"
"3083514","amentotaxus yunnanensis"
"153557","mesua ferrea"
"10919701","ranunculus sceleratus"
"71451577","arbutus menziesii"
"unknown","agave shawii"
"70258","terminalia chebula"
"11297287","annulohypoxylon truncatum"
"10384912","phoebe formosana"
"86302558","uncaria hirsuta"
"unknown","unknown"
"46880204","aster bellidiastrum"
"44584043","agelas nakamurai"
"60200220","xanthorhiza simplicissima"
"unknown","clerodendrum trichotomum"
"122393280","raperostelium monochasioides"
"155378","pterocereus gaumeri"
"83956","escherichia coli"
"10719","unknown"
"11258097","lonicera fulvotomentosa"
"10466745","euphorbia balsamifera"
"447434","maytenus disticha"
"11197","teucrium divaricatum"
"9799166","unknown"
"51520434","unknown"
"44139665","unknown"
"54685362","unknown"
"44583729","unknown"
"unknown","paulownia tomentosa"
"23656470","unknown"
"44587506","aplysina cavernicola"
"102103032","ligularia fischeri"
"14287153","platycladus orientalis"
"11620599","cinnamomum kotoense"
"33166","gossypium herbaceum"
"46899084","latimeria chalumnae"
"73347277","actaea heracleifolia"
"71455848","paeonia lactiflora"
"11266523","aronia arbutifolia"
"unknown","bowdichia virgilioides"
"60200221","achlya heterosexualis"
"46185852","gynostemma pentaphyllum"
"11785975","viburnum luzonicum"
"4501","unknown"
"11751616","geranium wilfordii"
"46899084","gentiana rigescens"
"44592855","panax pseudo"
"11297287","unknown"
"44559811","clematis chinensis"
"44418770","dendrobium nobile"
"50993776","petrorhagia dubia"
"44583688","stevia salicifolia"
"13945489","isodon umbrosa "
"unknown","tripterygium wilfordii"
"11786419","quintinia acutifolia"
"25180896","baphia nitida"
"14177660","latimeria chalumnae"
"5320475","unknown"
"12097","prunus persica"
"5315204","musa x paradisiaca"
"25016148","unknown"
"3084995","solanum bahamense"
"unknown","unknown"
"53316925","alphitonia excelsa"
"10919701","cyanostegia angustifolia"
"unknown","irpex lacteus"
"12189408","hedychium coronarium"
"21602030","buddleja officinalis"
"122851","glycyrrhiza uralensis"
"13831068","unknown"
"10988340","senna multiglandulosa"
"10896433","pieris brassicae"
"5316145","juniperus drupacea"
"50994834","streptomyces cyanogenus"
"154279","cordyla africana"
"16898","aloe africana"
"44566638","neolitsea sericea"
"51041016","alpinia oxyphylla"
"44157601","salvia dominica"
"70688903","daiswa polyphylla"
"15287618","alstonia macrophylla"
"23724664","micrococcus luteus"
"14353469","dendrobium candidum"
"11154724","berberis japonica"
"11178957","lyonetia clerkella"
"44448174","unknown"
"12049955","unknown"
"21574193","boeremia exigua"
"5316144","glycosmis macrophylla"
"25180709","unknown"
"unknown","unknown"
"91054771","gardenia jasminoides"
"189922","unknown"
"51041016","hylotrupes bajulus"
"46899165","abies pinsapo"
"16216647","crepidiastrum lanceolatum"
"71461983","streptomyces platensis"
"3085222","unknown"
"unknown","beesia calthifolia"
"44575548","unknown"
"5318829","orixa japonica"
"163059058","caesalpinia sappan "
"14108771","unknown"
"56926501","unknown"
"49870969","unknown"
"237192","ephedra intermedia"
"13858192","artemisia argyi"
"101242500","unknown"
"20055286","lonicera japonica"
"44566209","taxus cuspidata"
"10674582","orthosiphon stamineus"
"44568920","unknown"
"10439492","stephania succifera"
"14274760","unknown"
"488250","penicillium viridicatum"
"10601280","dendronephthya gigantea"
"222656","angelica sinensis"
"44559786","mallotus japonicus"
"60200222","eucalyptus resinifera"
"42639819","cipadessa cinerascens"
"7408079;7408078","homo sapiens"
"16099372","epichloe uncinata"
"44444914","preussia terricola"
"23427353","xestospongia muta"
"54799","daphne giraldii"
"45481969","ilyonectria destructans"
"10089023","xestospongia muta"
"222656","glycine tomentella"
"5382686","heterosigma akashiwo"
"44296102","leptogorgia alba"
"5322076","vincetoxicum amplexicaule"
"11779731","unknown"
"108168","akebia trifoliata"
"153845","fraxinus quadrangulata"
"5316590","angelica lucida"
"15089249","mycobacterium chlorophenolicum"
"10401988","pterocaulon virgatum"
"6920","chromolaena odorata"
"unknown","unknown"
"489940","cedrela salvadorensis"
"9815668","salvia miltiorrhiza"
"71720641","unknown"
"9985405","unknown"
"5318045","euphorbia caducifolia"
"439310","unknown"
"11486817","cladia aggregata"
"44421658","lonchocarpus yucatanensis"
"10067332","unknown"
"11297287","senna siamea"
"unknown","paulownia tomentosa"
"10686","homo sapiens"
"132487836","sauromatum giganteum"
"53493313","silene baccifera"
"unknown","unknown"
"68128","armina maculata"
"46878903","vitex negundo"
"44584310","marrubium vulgare"
"11968829","paepalanthus geniculatus"
"46887085","illicium difengpi"
"1796220","illicium verum"
"10919701","syzygium claviflorum"
"21115200","ceratophyllum submersum"
"unknown","solanum sisymbriifolium"
"72703461","unknown"
"10308838","symploca hydnoides"
"5319460","artemisia annua"
"5319323","unknown"
"188750","murraya paniculata "
"72715093","unknown"
"46878902","dermocybe cardinalis"
"10032464","orthosiphon stamineus"
"unknown","aconitum carmichaelii"
"25242999","lespedeza floribunda"
"127038003","casearia graveolens"
"462205","commiphora sphaerocarpa"
"57333708","unknown"
"5354780","unknown"
"9928523","millettia erythrocalyx"
"122186912","leonurus macranthus"
"44139537","unknown"
"24879156","unknown"
"101888838","darwinella oxeata"
"6546086","unknown"
"90669995","unknown"
"71461983","ecballium elaterium"
"25232020","turbina corymbosa"
"5481966","broussonetia papyrifera"
"32209","monilinia fructigena"
"44576130","unknown"
"11724027","hyptis tomentosa"
"11197","formica fusca"
"11197","dolichos lablab "
"10101498","ligustrum robustum"
"5283339","unknown"
"11090783","chaetosphaeronema hispidulum "
"636825","talipariti tiliaceum"
"14352170","unknown"
"23656470","esox lucius"
"56931699","unknown"
"71552451","gardenia jasminoides"
"24898244","cybister lateralimarginalis"
"222656","unknown"
"640317","unknown"
"76324774","saururus chinensis"
"23656472","esox lucius"
"11994178","selaginella willdenowii"
"60200222","oxytropis falcata"
"11751616","bupleurum chinense"
"1796220","centaurea zuccariniana"
"46937368","unknown"
"13891365","unknown"
"6437365","ranunculus lanuginosus"
"23657293","unknown"
"6432211","unknown"
"46209786","pedicularis lasiophrys"
"21625854","unknown"
"unknown","pachycereus pecten-aboriginum"
"11566977","polyalthia evecta"
"10959332","gerbera piloselloides"
"5280881","ilex macropoda"
"6450179","actaea simplex"
"127040859","rhododendron molle"
"11517735","murraya tetramera"
"6432211","tubocapsicum anomalum"
"44575502","gonospermum gomerae"
"23260007","cornutia grandifolia"
"44188268","unknown"
"11297287","unknown"
"44568920","crinum defixum"
"11297287","aristolochia elegans"
"44268166","uperoleia inundata"
"7643","unknown"
"11379428","asclepias asperula"
"5354780","chondromyces pediculatus"
"11508879","cullen corylifolium"
"11422411","streptomyces pilosus"
"134133373","maclura tricuspidata"
"71451248","unknown"
"5323842","unknown"
"46830517","ganoderma lucidum"
"11607311","unknown"
"49798884","lansium domesticum"
"637182","orthosiphon stamineus"
"25227580","unknown"
"10694409","thymbra spicata"
"71455792","austrobaileya scandens"
"134505","homo sapiens"
"189457","unknown"
"1711945","mentha canadensis"
"36406703","castilleja sulphurea"
"70962","unknown"
"5318045","ficus elastica"
"15061180","dendrodoris nigra"
"unknown","isodon serra"
"5321977","melia azedarach"
"14262928","garcinia kola"
"73350581","andira aubletii"
"73355775","vachellia karroo"
"830726","euploca racemosa"
"73350586","viguiera pinnatilobata"
"13844273","schisandra chinensis"
"92138","plumbago europaea"
"182278","teucrium viscidum"
"unknown","callicarpa arborea"
"5382686","russula sardonia"
"5319544","rana amurensis"
"23656472","unknown"
"3084606","unknown"
"10084612","dipterocarpus dyeri"
"89048","unknown"
"23656476","ceratophyllum submersum"
"71681245","rubus laciniatus"
"12309694","bursera kerberi"
"46209792","peltodon longipes"
"5321205","sorbaria sorbifolia"
"12967179","isodon eriocalyx "
"10469","senecio scandens"
"11583","humulus lupulus"
"10951947","salvia prionitis"
"53248707","unknown"
"122195860","caesalpinia sappan "
"10896840","unknown"
"222656","penicillium spinulosum"
"5318045","beaucarnea recurvata"
"11754973","penicillium thymicola"
"10071442","cotinus coggygria"
"5318644","streptomyces chattanoogensis"
"23724664","eucalyptus cypellocarpa"
"unknown","zephyranthes carinata"
"6432211","dendrobium loddigesii"
"105119","vicia sativa"
"639655","unknown"
"44566577","unknown"
"10331015","oryza sativa"
"18100","psydrax dicoccos"
"15601439","methanosarcina barkeri"
"122206713","hypoxylon rickii"
"10439492","ephedra lomatolepis"
"44583688","unknown"
"10084612","ledebouria socialis"
"11131804","stemona curtisii"
"6432211","anacyclus pyrethrum"
"11692460","gardenia jasminoides"
"11127403","dendrobium fimbriatum "
"639655","unknown"
"10939749","rumex maritimus"
"46878902","aralidium pinnatifidum"
"12189408","aquilegia viridiflora"
"71568187","unknown"
"10444597","gazania rigens"
"23653240","axinella damicornis"
"5321977","cassia tora "
"76962086","unknown"
"unknown","lindera triloba"
"15448","ruta graveolens"
"16091667","unknown"
"5316145","eucalyptus apodophylla"
"11802688","strychnos guianensis"
"56599869","lonicera japonica"
"23243693","unknown"
"10401988","gypsophila perfoliata"
"25202931","ilyonectria destructans"
"unknown","streptomyces roseiscleroticus"
"6432211","amauris niavius"
"21670042","pteris cretica"
"34781","corydalis pallida "
"11657758","unknown"
"159663","mus musculus"
"165675","lycopus europaeus"
"10032464","enterococcus faecalis"
"467786","salvia multicaulis"
"11455867","unknown"
"11611582","xenia umbellata"
"16109789","salix alba"
"165675","aquilegia ecalcarata"
"18100","alcyonium paessleri"
"44563511","unknown"
"441856","erysimum repandum"
"53493313","hymenopellis radicata"
"442789","charpentiera obovata"
"unknown","chrysosplenium grayanum"
"72203746","unknown"
"90670880","xylotumulus gibbisporus"
"182278","raulinoa echinata"
"10919701","unknown"
"80001","distolasterias nipon"
"14239683","mauremys reevesii"
"46880204","streptomyces alboniger"
"10834980","artemisia chamaemelifolia"
"53356211","galleria mellonella"
"71681246","uvaria lucida"
"unknown","zyzzya fuliginosa"
"16119667","morella pensylvanica"
"unknown","tinospora baenzigeri"
"21582558","unknown"
"16066749","centaurea nigrescens"
"11618968","unknown"
"44575336","unknown"
"76330021","crepidiastrum lanceolatum"
"11126015","helleborus orientalis"
"46878940","eurycoma longifolia"
"15601439","kniphofia foliosa"
"76330776","unknown"
"46899165","streptomyces gardneri"
"10371226","ligustrum robustum"
"989","ranunculus ternatus"
"46899161","abies pinsapo"
"44559401","magnolia grandiflora"
"639655","solanum aculeatissimum"
"91439","acinetobacter junii"
"11333211","penicillium expansum"
"439423","unknown"
"15953774","unknown"
"6483647","pulsatilla chinensis"
"44566292","acacia concinna"
"11289099","inocybe geophylla"
"11666872","unknown"
"23656469","unknown"
"11197","taraxacum platycarpum"
"11657758","unknown"
"72617","bulbophyllum kwangtungense"
"44614657","acinetobacter calcoaceticus"
"3083618","unknown"
"11071897","asplenium nidus"
"324095","comatula rotalaria"
"71719400","alstonia macrophylla"
"46886775","unknown"
"11165955","pistacia mexicana"
"44201988","ajuga taiwanensis"
"134155730","unknown"
"3084224","polygala senega"
"46917149","polemonium caeruleum"
"44604945","unknown"
"10914828","rhizopogon pumilionus"
"639655","salvia przewalskii"
"23656471","mentzelia decapetala"
"16657778","unknown"
"24799150","unknown"
"442456","citrus trifoliata"
"134147125","hypericum scabrum"
"1796220","firmiana simplex"
"10469","unknown"
"71451577","sipunculus nudus"
"57333709","unknown"
"509269","eucalyptus camaldulensis"
"unknown","unknown"
"unknown","psiadia arguta"
"11460308","stereospermum chelonoides"
"482787","unknown"
"11071897","populus tremula"
"12303810","leptospermum scoparium"
"49799160","eumachia leptothyrsa"
"10919701","unknown"
"11994700","mycetinis alliaceus"
"11011966","unknown"
"unknown","aspergillus quadrilineatus"
"71681103","aconitum contortum"
"520423","unknown"
"71745330","unknown"
"5318644","glycyrrhiza inflata"
"10067332","dermocybe cardinalis"
"5491448","chrysosplenium grayanum"
"11464176","epimedium wushanense"
"11005954","phytolacca acinosa"
"21721975","lycopodium cernuum "
"11813863","unknown"
"10291090","frangula alnus"
"44268166","eucalyptus viminalis"
"92221","chrysanthemum indicum"
"11144807","eriogaster lanestris"
"44566247","neophaeosphaeria quadriseptata"
"11624675","unknown"
"5315424","asclepias subulata"
"10071564","narcissus obesus"
"14213995","schisandra sphenanthera"
"60200223","chrysosporum ovalisporum"
"46899161","swartzia simplex"
"unknown","bletilla striata"
"44566284","unknown"
"23656470","unknown"
"11165077","unknown"
"unknown","euonymus maackii"
"11455867","oryza sativa"
"23260007","bacillus thuringiensis"
"10466745","ononis spinosa"
"12304330","unknown"
"45481962","unknown"
"9981555","unknown"
"54726683","scleroderma sp."
"132521542","atractylodes lancea"
"639655","unknown"
"12308663","magnolia obovata"
"44612898","leontice kiangnanensis"
"44566241","unknown"
"6432211","acremonium furcatum"
"46891354","cystoseira myrica"
"10076785","morus yunnanensis"
"442662","flindersia bennettiana"
"44584541","lactarius pergamenus"
"632958","unknown"
"442789","unknown"
"68128","artemisia argyi"
"10384912","aspergillus arenarius"
"10994383","caloncoba echinata"
"9832350","emericellopsis minima"
"11226314","nicotiana gossei"
"11498684","inga velutina"
"44559118","unknown"
"21770541","unknown"
"101316809","agave utahensis"
"6432211","martensia denticulata"
"56601866","dysoxylum lenticellatum"
"44584520","stizophyllum riparium"
"102115496","agrocybe aegerita"
"629964","cladonia evansii"
"11994055","teucrium webbianum"
"unknown","unknown"
"13942402","klasea sogdiana"
"132606903","euphorbia fischeriana"
"6441280","artocarpus altilis"
"10076785","angelica ursina"
"14414915","euonymus maackii"
"unknown","unknown"
"unknown","aniba citrifolia"
"830726","annona cherimola"
"11082749","euonymus maackii"
"21298950","unknown"
"10375070","bombardioidea anartia"
"15601439","unknown"
"21603457","unknown"
"44558947","aphelasterias japonica"
"10019513","macaranga barteri"
"54669754","inula hupehensis"
"57381513","micromonospora sp."
"9867274","quercus laurifolia"
"10063778","cribrochalina vasculum"
"unknown","curvularia hawaiiensis"
"unknown","unknown"
"12303810","cunninghamia lanceolata"
"101623723","symphyocladia latiuscula"
"76330776","unknown"
"11994180","tabebuia cassinoides"
"11033566","lycoris aurea"
"unknown","melampodium perfoliatum"
"185766","wallago attu"
"13376719","unknown"
"442457","erythrina abyssinica"
"10992937","ferula ferulioides "
"904795","unknown"
"13894537","agastache rugosa"
"21578028","picradeniopsis oppositifolia"
"71719654","unknown"
"509270","unknown"
"unknown","unknown"
"unknown","rhododendron micranthum"
"71725780","curcuma phaeocaulis"
"44612900","unknown"
"5319333","unknown"
"10951947","orthosiphon stamineus"
"42631473","pisonia aculeata"
"5317991","unknown"
"14048613","pinellia ternata"
"45269252","digitalis ferruginea"
"10824421","senna siamea"
"3012902","drymaria cordata"
"11842697","elsholtzia ciliata"
"unknown","moorena producens"
"11082749","melibe leonina"
"unknown","aconitum carmichaelii"
"11082749","gentiana olivieri"
"6436239","hansenia forbesii"
"11455867","unknown"
"unknown","rhinocladiella similis"
"76322845","lychnophora passerina"
"16739250","aframomum sceptrum"
"21722016","unknown"
"44557284","dichrostachys cinerea"
"24898243","microtropis japonica"
"185415","cymbidium aloifolium"
"23656472","bethencourtia palmensis"
"118722636","daldinia sp."
"51354124","buchenavia tetraphylla"
"11552520","unknown"
"10959332","streptomyces mobaraensis"
"5281163","unknown"
"73360","unknown"
"70688998","plantago serraria"
"76317498","unknown"
"13945489","unknown"
"15747356","unknown"
"unknown","unknown"
"44583989","arabidopsis thaliana"
"13918473","unknown"
"14604077","glycyrrhiza uralensis"
"unknown","euphorbia esula"
"38347607","taraxacum alpinum"
"101643282","pieris japonica"
"12242815","zanthoxylum bungeanum"
"25232020","trichilia catigua"
"11711264","wibelia divaricata"
"unknown","unknown"
"unknown","aconitum carmichaelii"
"49831950","curcuma kwangsiensis"
"10392982","trichilia rubescens"
"53324855","aconitum nagarum"
"134156284","unknown"
"23675059","psilaster cassiope"
"25136233","unknown"
"71453067","unknown"
"10076785","rauvolfia tetraphylla"
"71681245","unknown"
"16170028","clusia multiflora"
"11774903","unknown"
"10438744","rauvolfia tetraphylla"
"10959332","dalbergia stipulacea"
"unknown","euphorbia hirta"
"11498684","unknown"
"16061120","homo sapiens"
"44558994","eucalyptus albens"
"54671620","eucalyptus umbra"
"52952633","ipomoea pes-caprae"
"122841","maclura cochinchinensis"
"184044","spathelia sorbifolia"
"11182156","polygonatum zanlanscianense"
"11513780","unknown"
"3083618","rhodiola kirilowii"
"11616565","unknown"
"11975378","lindera aggregata"
"38347252","corynebacterium glutamicum"
"639655","polygala amara"
"46233487","alstonia angustiloba"
"44584040","unknown"
"72617","akebia quinata"
"442728","anemone begoniifolia"
"46880204","dolomiaea souliei"
"11742872","morus alba"
"unknown","alternaria brassicicola"
"unknown","ascochyta medicaginicola"
"14284664","ixeris stolonifera"
"unknown","unknown"
"312089","melilotus officinalis"
"182210","sedum sarmentosum"
"10914066","acacia aulacocarpa"
"49799784","bertholletia excelsa"
"182418","unknown"
"13858192","cassinia subtropica"
"54585272","dodonaea polyandra"
"44448175","unknown"
"15061180","hortaea werneckii"
"11752","pterocarpus indicus"
"132582264","melampodium perfoliatum"
"904795","rhodotypos scandens"
"11610142","diospyros eriantha"
"21573759","unknown"
"186612","brassica rapa"
"60200221","lysimachia fordiana"
"13916049","nototodarus sloanii"
"5491384","unknown"
"90474163","aconitum karakolicum"
"15895528","taxus cuspidata"
"10388101","viburnum odoratissimum"
"5320475","unknown"
"6440617","anemarrhena asphodeloides"
"10342293","unknown"
"5317050","unknown"
"46848402","pteris kiuschiuensis"
"24871106","unknown"
"9986729","unknown"
"70685502","unknown"
"unknown","ophiorrhiza pumila"
"12004205","chaetomium cupreum "
"unknown","pieris japonica"
"44567622","magnolia baillonii"
"6728947","helianthus gracilentus"
"76328124","acacia aulacocarpa"
"44559634","lyophyllum shimeji"
"24878742","unknown"
"44583689","cirsium helenioides"
"11711264","eucalyptus camaldulensis"
"54733190","pterocarpus lucens"
"5382686","lophiostoma vaginatispora"
"25180896","unknown"
"23656470","unknown"
"21778290","monanchora unguiculata"
"46889761","stemona aphylla"
"11169907","unknown"
"23535","zanthoxylum bungeanum"
"5281125","cetraria aculeata"
"6441280","centaurea solstitialis"
"11007753","cestrum nocturnum"
"15226640","curcuma zedoaria"
"639655","streptomyces lateritius"
"134279","dipsacus asper"
"10308838","critonia quadrangularis"
"44612898","aralidium pinnatifidum"
"11082749","handroanthus guayacan"
"60200221","croton gratissimus"
"unknown","unknown"
"44358267","sarcococca saligna"
"5353370","angelica sinensis"
"24762423","dendrobium nobile"
"53235716","aegiceras corniculatum"
"10475842","galanthus gracilis"
"44448288","cyrtomium fortunei"
"10919701","unknown"
"60200223","oxytropis falcata"
"unknown","toddalia asiatica"
"10778600","trichosanthes anguina"
"44566306","unknown"
"51041016","callicarpa acuminata"
"unknown","chloranthus sessilifolius"
"5282768","struthiopteris amabilis"
"11101102","garcinia eugeniifolia"
"unknown","camellia japonica"
"73356791","unknown"
"156336","strychnos decussata"
"5317333","stephania tetrandra"
"unknown","triphyophyllum peltatum"
"11751616","glehnia littoralis"
"23656471","boswellia ovalifoliolata"
"46899164","unknown"
"44575520","unknown"
"11666872","deguelia hatschbachii"
"5281752","metasequoia glyptostroboides"
"78168","homo sapiens"
"6432211","unknown"
"44568920","unknown"
"68128","hippeastrum aulicum"
"21593565","pyrola alpina"
"46899084","strychnos aculeata"
"23656477","brucea javanica"
"11556805","unknown"
"134142479","unknown"
"44281346","unknown"
"71720748","dracocephalum ruyschiana"
"91439","unknown"
"509270","streptomyces alboniger"
"11455867","tetraria capillaris"
"unknown","kaempferia marginata"
"44575345","dirca palustris"
"176457","glycine max"
"3083618","cinnamomum subavenium"
"11631769","sigmadocia pumila"
"1796220","unknown"
"23900068","euonymus maackii"
"unknown","unknown"
"76322845","streptomyces tendae"
"3083618","conus pulicarius"
"12303810","arcangelisia gusanlung"
"16657778","unknown"
"165103","cortispongilla barroisi"
"11226314","primula veris"
"11148775","alpinia blepharocalyx"
"509270","garcinia morella"
"91439","smilax china"
"16091540","unknown"
"71312557","eleutherococcus senticosus"
"5321620","salvia miltiorrhiza"
"57392733","trikentrion laeve"
"56662976","jatropha multifida"
"25180709","euphorbia marginata"
"14021478","unknown"
"76309789","nodulisporium sp."
"3426","camptotheca acuminata"
"11393708","unknown"
"unknown","panax ginseng"
"11678667","ranunculus acris"
"21668764","pulsatilla cernua"
"25751148","rhodotypos scandens"
"5320496","kalanchoe blossfeldiana"
"14707524","clerodendrum trichotomum"
"9867274","centaurea dealbata"
"14177660","dentitheca habereri"
"189457","khaya senegalensis"
"unknown","unknown"
"7010533;7010534","homo sapiens"
"25180709","unknown"
"14730806","talaromyces pinophilus"
"44627266","sarcandra glabra"
"10076785","eriogaster lanestris"
"10358881","xylopia parviflora"
"9928523","mycobacterium leprae"
"23260007","unknown"
"80001","unknown"
"15063342","pulsatilla vulgaris"
"unknown","panax ginseng"
"53355015","senecio provincialis"
"10384912","unknown"
"6442165","penicillium sp."
"11197","polyphaga sinensis"
"46873163","unknown"
"11226314","unknown"
"160522","corydalis mucronifera"
"76218","cnidium monnieri"
"60200220","streptomyces matensis"
"6436239","apium graveolens"
"60200220","unknown"
"44584233","unknown"
"44409581","unknown"
"25243325","lespedeza floribunda"
"44576053","ileostylus micranthus"
"9867274","unknown"
"44559936","unknown"
"10466745","clausena lansium"
"60200065","unknown"
"10439492","orthosiphon aristatus"
"unknown","curvularia hawaiiensis"
"10466745","dendrobium loddigesii"
"72704677","alternaria sp. jjy-32"
"11968988","hypericum japonicum"
"11258097","euplotes rariseta"
"12310250","melolontha melolontha"
"44559952","trichoderma longibrachiatum"
"71451248","ophidiaster ophidianus"
"14335960","diospyros dendo"
"441893","dichomitus squalens"
"24898243","neopringlea integrifolia"
"unknown","moringa oleifera"
"24898036","celastrus orbiculatus"
"44614657","unknown"
"6728947","pterodon pubescens"
"11154724","miscanthus sacchariflorus"
"12312999","artemisia igniaria"
"16126804","unknown"
"158223","annona glabra"
"439423","achillea macrophylla"
"442980","unknown"
"5281519","pluchea dioscoridis"
"127048140","penicillium herquei"
"18100","abies pinsapo"
"105119","amentotaxus yunnanensis"
"6546086","schnabelia terniflora"
"15953774","unknown"
"11607311","unknown"
"11144737","lonicera japonica"
"509270","arcyria denudata"
"71461984","unknown"
"4056967","pellacalyx axillaris"
"44566420","unknown"
"46879766","unknown"
"44398533","zinowiewia costaricensis"
"127038152","hexagonia apiaria"
"60200223","botrytis cinerea"
"10939749","annona cornifolia"
"76328404","unknown"
"57396439","unknown"
"13891365","littorina littorea"
"5315204","unknown"
"71681103","stenocarpella maydis"
"11216146","unknown"
"73355244","streptomyces sp. cnt-372"
"23724664","gueldenstaedtia verna"
"44577791","momordica charantia"
"unknown","gardenia jasminoides"
"11994177","teucrium webbianum"
"101583544","unknown"
"14108771","cymbidium aloifolium"
"442625","unknown"
"unknown","xylaria cubensis"
"11751458","unknown"
"71577240","pseudomonas chlororaphis subsp. aurantiaca"
"86279731","stevia lucida"
"636610","unknown"
"70164","unknown"
"14542252","broussonetia papyrifera"
"11050877","moorena producens"
"unknown","rhinocladiella similis"
"unknown","murraya alata"
"11657758","unknown"
"185766","unknown"
"44613554","bupleurum longiradiatum"
"44310181","unknown"
"10720367","unknown"
"44614657","unknown"
"44567184","helichrysum chionosphaerum"
"11165077","unknown"
"46878775","xylocarpus granatum"
"unknown","pseudocedrela kotschyi"
"5318045","unknown"
"92138","murraya exotica"
"46833709","trichoderma koningii"
"44423103","unknown"
"14887605","tanacetum argenteum"
"unknown","unknown"
"132520083","lycium chinense"
"639655","prunella vulgaris"
"50900055","unknown"
"10873754","polypodium fauriei"
"10245167","cephalotaxus fortunei"
"657014","elettaria cardamomum"
"11754973","cytospora rhizophorae"
"10541222","unknown"
"9897771","glycyrrhiza glabra"
"10436647","vaccaria hispanica"
"5318644","adiantum malesianum"
"10032464","handroanthus guayacan"
"12443227","unknown"
"unknown","unknown"
"480872","glycyrrhiza uralensis"
"14274760","paracoccus denitrificans"
"44559634","sida cordifolia"
"60155760","unknown"
"unknown","unknown"
"442675","uncaria tomentosa"
"631015","corydalis yanhusuo"
"10673765","unknown"
"11104507","sarcocephalus latifolius"
"15735862","artemisia indica"
"11197","gentiana clusii"
